9,53,89,95,28,71,59,59,59,59,59,22071.6672947
95,50,94,14,49,65,69,69,69,69,69,117825.871865
99,100,90,80,89,41,22,22,22,22,22,705106.369547
23,92,98,11,7,82,36,36,36,36,36,391.289131389
24,65,73,7,2,75,45,45,45,45,45,159.400850766
75,60,27,18,63,44,86,86,86,86,86,250129.960375
2,97,100,49,3,66,38,38,38,38,38,164.868198033
24,70,24,58,59,57,85,85,85,85,85,205482.16522
29,36,11,86,56,61,76,76,76,76,76,175619.372503
23,15,34,5,89,43,11,11,11,11,11,705034.795393
25,11,1,25,18,95,15,15,15,15,15,5846.86775598
92,7,97,44,15,9,30,30,30,30,30,3568.61660812
5,11,90,35,74,6,17,17,17,17,17,405307.571925
85,68,75,19,40,50,7,7,7,7,7,64099.0907949
43,26,100,68,29,23,64,64,64,64,64,24550.928592
97,4,47,68,67,12,46,46,46,46,46,300903.074862
55,92,63,63,26,51,60,60,60,60,60,17622.4564773
76,86,41,20,90,32,51,51,51,51,51,729038.495519
64,2,17,18,60,88,81,81,81,81,81,216082.067608
56,99,9,27,74,58,59,59,59,59,59,405191.034899
92,85,63,99,81,36,34,34,34,34,34,531580.034365
29,57,5,27,81,75,7,7,7,7,7,531500.817767
28,35,44,54,80,27,96,96,96,96,96,512056.454818
51,59,83,27,10,40,48,48,48,48,48,1172.52391835
14,20,63,75,98,81,39,39,39,39,39,941286.871123
66,88,36,60,96,35,48,48,48,48,48,884840.81024
43,3,73,3,54,50,26,26,26,26,26,157580.56448
19,57,16,46,38,96,71,71,71,71,71,54932.7631794
99,4,55,6,51,51,87,87,87,87,87,132801.693375
42,49,25,71,32,28,97,97,97,97,97,32789.2171747
50,39,0,70,65,54,6,6,6,6,6,274713.361911
3,94,52,30,40,65,72,72,72,72,72,64030.9582817
50,26,86,74,92,40,42,42,42,42,42,778842.841373
5,76,33,70,14,7,57,57,57,57,57,2825.79807109
38,100,15,47,83,75,65,65,65,65,65,571789.487009
54,39,17,21,36,14,34,34,34,34,34,46765.4246757
70,99,51,75,37,33,40,40,40,40,40,50674.6907418
