62.1507250119,52.4836348618,71.9868416908,52.1425414708,38.0535791704,36.8693413065,70.2657546305,70.2657546305,70.2657546305,70.2657546305,70.2657546305,55280.7743898
90.1354880639,56.4259178341,97.9806393062,52.7640738959,35.8523689412,92.4056434951,96.0658042182,96.0658042182,96.0658042182,96.0658042182,96.0658042182,46265.3412326
97.5019297394,12.4686863077,33.0007063572,72.3716813176,52.1517580498,86.6671878182,60.1426436486,60.1426436486,60.1426436486,60.1426436486,60.1426436486,141971.864832
62.5839041324,80.2235425421,71.6379826803,82.6402370649,21.6392785927,38.6294972151,27.6946956718,27.6946956718,27.6946956718,27.6946956718,27.6946956718,10188.7086054
89.2300440508,97.1067442417,49.4876869172,6.66210832698,60.7735439244,28.7050327727,37.2831277136,37.2831277136,37.2831277136,37.2831277136,37.2831277136,224628.032542
21.2495587228,17.6260760345,29.4210101059,0.183518604288,96.2052092663,96.2108299528,11.9923766633,11.9923766633,11.9923766633,11.9923766633,11.9923766633,890456.778973
26.2186099864,53.5926763356,83.6864205619,3.18849508662,58.7265207575,85.2364123437,55.4875602707,55.4875602707,55.4875602707,55.4875602707,55.4875602707,202636.296326
76.9374818381,49.5446252288,71.8451352033,33.3086644212,40.3252230766,98.6656152343,6.66126330305,6.66126330305,6.66126330305,6.66126330305,6.66126330305,65689.8303512
61.3688561018,51.7402611164,46.8446598609,77.0626506247,96.2783470677,3.69821398189,4.82206246325,4.82206246325,4.82206246325,4.82206246325,4.82206246325,892613.787241
31.0355270851,79.738650114,7.3252822671,83.5069762908,91.5984471161,85.3152433795,79.9170977749,79.9170977749,79.9170977749,79.9170977749,79.9170977749,768500.651501
27.7962221684,59.8880821669,69.5023858561,79.8178864192,11.0963724513,3.95491093117,77.9000606668,77.9000606668,77.9000606668,77.9000606668,77.9000606668,1450.98148753
75.0354794515,70.7401439383,31.9468802594,64.8465372043,0.381365383335,79.0588421904,11.2932140824,11.2932140824,11.2932140824,11.2932140824,11.2932140824,178.122533955
95.9620083466,12.5568732627,11.7088557733,54.1855549656,74.8080051077,60.9433145531,53.3657469409,53.3657469409,53.3657469409,53.3657469409,53.3657469409,418749.343628
53.3535743809,2.26728383867,41.0003062158,5.74256206751,16.8753651783,30.3273591683,46.363679979,46.363679979,46.363679979,46.363679979,46.363679979,4901.32573494
84.0904849258,72.9202911279,1.73342856155,57.0030854387,60.2347423983,1.80972998322,7.44007854563,7.44007854563,7.44007854563,7.44007854563,7.44007854563,218585.830846
57.2412216971,9.03320416314,52.693630753,42.9500693105,50.7744274967,50.862531471,80.6459631169,80.6459631169,80.6459631169,80.6459631169,80.6459631169,131010.851933
38.8839876539,33.2982807218,52.1853364839,20.7768372191,99.199791956,39.1258605774,3.47867892576,3.47867892576,3.47867892576,3.47867892576,3.47867892576,976309.156352
76.7766817594,47.8861679262,74.236427589,85.1752786408,36.1139935605,58.6136876842,49.1400819221,49.1400819221,49.1400819221,49.1400819221,49.1400819221,47217.5806117
86.8696794315,0.0503634217853,58.0701116923,69.1495977662,69.1001641467,14.7037349783,71.3946123339,71.3946123339,71.3946123339,71.3946123339,71.3946123339,330086.325854
33.3899609348,44.0988799182,95.0476895923,76.7763658881,53.6576132296,8.76898904479,98.8914870927,98.8914870927,98.8914870927,98.8914870927,98.8914870927,154622.977695
9.25496692209,18.1737049097,99.4224423554,21.726914597,99.5009330435,8.87365049982,88.591651959,88.591651959,88.591651959,88.591651959,88.591651959,985200.843816
48.209187502,11.7704761405,20.9887956459,5.43168316226,74.7646240839,20.6454473109,15.5357040081,15.5357040081,15.5357040081,15.5357040081,15.5357040081,417974.985725
91.1675895241,92.9580315745,65.2878239392,99.9878120636,82.1201143532,18.6485312357,50.9614230496,50.9614230496,50.9614230496,50.9614230496,50.9614230496,553862.071252
72.0805894804,38.6545300343,58.1808179843,1.53325396747,1.32973531769,96.123405298,89.1442139486,89.1442139486,89.1442139486,89.1442139486,89.1442139486,165.505088956
11.8716499392,34.9116536801,75.7812476434,8.25351025449,89.8609097989,83.0040184861,78.9558333089,78.9558333089,78.9558333089,78.9558333089,78.9558333089,725702.796389
52.5500944407,45.3896879956,92.5228807734,83.8344225485,77.8253169096,71.4998701596,90.7580990829,90.7580990829,90.7580990829,90.7580990829,90.7580990829,471562.425306
18.4817183324,95.5502227643,95.4823981466,46.138180559,6.23925289657,48.6362869957,81.862512426,81.862512426,81.862512426,81.862512426,81.862512426,449.037747584
2.66093301389,76.747315303,7.11541069785,94.5946444035,17.5143415158,92.2684620237,78.8526641206,78.8526641206,78.8526641206,78.8526641206,78.8526641206,5457.08365062
13.5208543248,91.7888945896,26.3140212417,31.4290826612,15.8390053226,84.7207326806,54.0171114281,54.0171114281,54.0171114281,54.0171114281,54.0171114281,3955.45842484
52.2497762054,45.2738355389,39.1129984365,84.1937035241,3.61314022246,76.1021177148,68.3312396798,68.3312396798,68.3312396798,68.3312396798,68.3312396798,182.072715671
24.1852169346,5.30885811844,58.5954026815,40.3375580131,5.80196375035,14.5318566728,81.1031296471,81.1031296471,81.1031296471,81.1031296471,81.1031296471,273.184354952
13.6907164266,20.0301133504,30.568681082,55.3227565847,66.5243896126,41.30070918,4.61640176964,4.61640176964,4.61640176964,4.61640176964,4.61640176964,294464.851357
19.9419294908,85.9379258824,14.2152395544,51.9054624498,88.2394200095,87.574734342,88.3374527343,88.3374527343,88.3374527343,88.3374527343,88.3374527343,687006.360958
20.9895000668,28.6097673134,92.9052803107,3.55452334557,99.2131614155,92.8615542949,48.2015831977,48.2015831977,48.2015831977,48.2015831977,48.2015831977,976685.164386
71.9922035957,58.221853059,37.0728363066,17.0426344205,31.3191794478,72.6266693789,57.6714857238,57.6714857238,57.6714857238,57.6714857238,57.6714857238,30886.2145135
82.1539386691,97.1978536561,4.68020579855,77.3582456567,10.4497215527,34.6541324818,40.3533589685,40.3533589685,40.3533589685,40.3533589685,40.3533589685,1247.69434747
25.8592254855,47.7719286953,67.0131113547,4.89002118109,14.9309682339,27.8119878597,42.0770903239,42.0770903239,42.0770903239,42.0770903239,42.0770903239,3392.28182374
54.9848360619,32.609570376,30.1001556002,19.1435021965,94.6210789578,87.9465202319,84.4523901449,84.4523901449,84.4523901449,84.4523901449,84.4523901449,847271.322792
76.0927228495,66.7911007401,72.2574601119,13.0660181197,22.3889918057,64.8200720616,19.9208401452,19.9208401452,19.9208401452,19.9208401452,19.9208401452,11323.3302377
97.8858094643,68.3718244752,89.0943059648,5.87304863196,65.3650994254,51.3345932944,90.0319452756,90.0319452756,90.0319452756,90.0319452756,90.0319452756,279417.994357
4.35499614041,38.7188377316,39.2711227726,72.8732809487,15.0310606006,0.0954651155248,16.3883443513,16.3883443513,16.3883443513,16.3883443513,16.3883443513,3473.31457594
