25,79,58,71,56,6,27,27,27,27,27,175664.866154
25,3,38,78,38,76,1,1,1,1,1,54935.9373385
71,97,27,78,91,10,3,3,3,3,3,753706.335929
67,45,30,0,63,49,10,10,10,10,10,250182.290659
27,12,96,9,48,83,53,53,53,53,53,110708.973243
13,35,22,13,17,76,47,47,47,47,47,4933.4337736
61,16,62,20,75,81,26,26,26,26,26,421994.306492
22,63,77,21,3,24,99,99,99,99,99,137.380064758
74,40,62,66,15,95,35,35,35,35,35,3540.77797527
57,51,58,57,64,25,46,46,46,46,46,262293.617853
89,33,26,92,18,88,78,78,78,78,78,5979.21762531
31,17,46,23,25,12,63,63,63,63,63,15684.8100222
77,12,52,80,6,25,66,66,66,66,66,337.56723633
28,9,43,80,32,52,42,42,42,42,42,32841.7151777
25,59,31,88,11,84,4,4,4,4,4,1424.60294072
62,9,46,80,15,38,99,99,99,99,99,3485.71517771
87,71,5,68,61,69,57,57,57,57,57,227139.626953
74,62,76,33,69,61,82,82,82,82,82,328614.170709
55,41,48,0,74,75,0,0,0,0,0,405320.496471
37,83,81,22,61,60,92,92,92,92,92,227179.365399
72,34,18,55,22,79,41,41,41,41,41,10754.9890562
9,83,43,46,97,36,22,22,22,22,22,912806.276039
4,58,31,62,59,74,8,8,8,8,8,205470.847433
42,88,59,86,73,72,21,21,21,21,21,389120.191592
94,7,13,96,60,41,12,12,12,12,12,216112.582494
100,81,28,28,37,5,27,27,27,27,27,50730.2499792
39,40,15,43,64,67,72,72,72,72,72,262226.972752
56,19,78,39,96,44,57,57,57,57,57,884873.811462
93,57,33,14,47,52,27,27,27,27,27,103974.851998
42,15,12,41,62,14,10,10,10,10,10,238391.595695
20,11,10,65,96,68,77,77,77,77,77,884755.826936
6,89,38,87,88,86,62,62,62,62,62,681591.724359
97,9,41,4,85,77,21,21,21,21,21,614265.952264
54,72,5,65,33,24,84,84,84,84,84,36015.1021108
89,22,86,95,77,68,78,78,78,78,78,456708.488533
99,72,33,35,12,21,99,99,99,99,99,1877.84709945
91,11,48,54,15,86,33,33,33,33,33,3502.44131868
1,86,100,100,7,50,67,67,67,67,67,364.076207917
73,66,4,70,18,86,85,85,85,85,85,5908.02151452
67,19,25,29,55,24,81,81,81,81,81,166469.184033
92,19,89,76,6,5,22,22,22,22,22,400.413775522
73,48,62,0,5,20,48,48,48,48,48,223.123776256
58,47,22,90,28,19,77,77,77,77,77,22038.7019334
95,41,96,48,7,70,56,56,56,56,56,526.728215918
68,38,50,27,93,88,40,40,40,40,40,804487.218382
81,46,90,93,46,56,97,97,97,97,97,97547.5339819
58,10,93,76,65,9,21,21,21,21,21,274771.125897
21,21,24,77,71,32,39,39,39,39,39,357974.569289
29,51,8,8,80,36,28,28,28,28,28,512072.171046
63,49,2,83,70,49,44,44,44,44,44,343019.234484
54,35,25,24,18,51,99,99,99,99,99,5895.10802821
75,24,7,29,60,85,75,75,75,75,75,216059.602485
5,31,67,5,2,83,15,15,15,15,15,66.5159087203
